review,label
Amazing,
"This is a very fun, entertaining, addictive game but when I would click get 10 free diamonds it tells me no videos are available but then videos pop up for the ad and its like YOU LIED TO ME THERE ARE VIDEOS AVAILABLE, ITS SO AGERVATING UGHHHH!!!!!!!!",complaint
Good game. Best game in the world,
I love how it's like playing a real piano. It's so life like and cool. The graphics are amazing. The sound just brings it to life. ??,
I love it!!! :D it's so challenging!! :D,
Nice game must play ????????,
It is kind of scary it is not funny I wish it was,complaint-request
It was fun,
Amazing game Its a challenge game ever!?! I ever had its a amazing game.??????,
I like this game,
It isn't an awful game but the fact that it doesn't let me switch the music off. I will press music off and yet when I play the game the music will still okay ... It's very frustrating as I like playing games and listening to music however this isn't possible with this game,complaint
Best. Not very boring,
"Its nice when u start it but when u choose a new song 2 play, it will load many times I hate the controls....... I also hate it when ur tapping of the screen does not go with the song, even if u hit perfect a trillion times",complaint
Its a very good app for those heartbroken lovers,
Love the game,
I think this is the one of most best games for the mind relaxation and concentration,
I love it so much wow!,
"Btwn the melody, aesthetics, and the rhythm your mind can just wander. Great app. :)",
It was very fun to play,
It makes our brain work much more faster,
I loved this game up until an update came through. The update hardcore shifted the pitch up too soon. It's sounds offkey honestly bad now ruined a great song for me,complaint
This is so fun I like it????????,
It would not render the clicks,complaint
It's boss,
Amazing app love of so much guys,
Makes me feel like a pianist,
Gooood,
Addictive you keep trying to get a higher scoreand go even faster,
Very nice music!,
It's perfect,
Awesome and entertaining for my daughter,
I love the feeling if being able to play the piano,
I liked it It is so fun!,
It shouldn't give out so many dimands. Just started got 110 dimands,request
Its amazing and I love how they give me those challenges,
OMG SOOOOOOOOOO FUNNNNNN IT'S LIKE REAL LIFE SOOOO FUN,
Superrrrr I loved this app,
Weak,
It is a good game,
Love this game best game ever,
Omg it is so awesome,
I love it it is very easy so can you put more songs on it,request
Some of the song cut off and the tiles to,
Amazing,
It takes to long to download,
Very addictive!!!,
????? ??????,
Lol its lit,
Sooo addictive and fun and really helps people like me who have problems focusing and keeping our hands still,
Its so cool,
I love it,
I love this game. But for me it sometimes glitches and lags. But the game it perfect. I love the background. Its soooo perfect. I also love the music.,complaint
A good game to play!!!,
Gorgeous,
It's good,
This game is the worst everything take to long to load up,complaint
AWESOME,
Awesome,
B!ehhhhhh,
Soooooooo amazing it is awesome,
Poop,
Good game..y'all should get it,
I think it is awesome,
I love it never had a issue,
God,
Boring in all kids of ways .,
This is an awesome game for children grownups,
I think its perfect ??????,
Good,
I think it's a great game if you want to listen to music and play on an app,
It won't open... loading... loading... loading,
It rocks,
This game made me sream AHHHHHHH,
"Quite simply thought out...but that's not a bad thing. Good for the reaction times. Fellow guitarists should be good at this cuz it relies on good hand-eye coordination and reactions. Nice, relaxing game.",
I try first time,
I really love this app,
V good,
Worst game I have ever played,
I'm in love with this game...m,
I like turtles??,
I enter my own little world when I play this game,
Good,
"It was really , really cool just 1 prob, there are lives and u have to wait 4 mins to get a new 1, but I really love it. It relieves me of stress sometimes ?",complaint
OK ??,
Hated it,complaint
Mm...nice,
Good,
Amazing,
Cute ??,
It is amazing,
I love it. Best game ever,
It is good,
The game is addictive and i love that you can hear a variety of instruments and not just a piano. However the songs are still boring. I want to see popular songs or choose from YouTube,complaint-request
Lovely game It sharp are mind and help to concentrate,
Good job,
Its the best game,
Amazing game but I need more music especially guitar music please,request
Nice app,
I would play this all day but I don't have time????????,
Amazing game?????????,
Great,
Awesome game.I love this game and it's songs are amazing,
This is my favourite game,
So cool,
Time to grow ???????,
Good,
An amazing game but it could work on the tiles because the tiles just suddenly pop up,request
Thank you,
Awesome my rate a meat up its ok right?,
I love this game,
It's good,
it is so much fun....???,
A very good game,
"I love it, its so addicting.",
This game is very good,
This app is amazing,
Orlando bloom,
Its very fun and addicting,
It's awesome,
OMG this game is amazing it's so d Cool it's have really cool music,
Wordless,
Love,
Good,
I LOVE this game so much! I wish I could play it and beet it all over again! BUT THE ADDS! They wont just STOP PLAYING! I almost beet a score but then BOOM an add pops up??????,complaint
Awesome thanks so much for the game. And it's really addictive,
Love it,
"I'm sorry, but I hate this. I will be able to click on one freaking tile and then from then on it won't read any of my taos. Fix and I will re-install.",complaint-request
Love it,
Way too many ads,complaint
Love it!,
Love this game,
I live the color and I like that it's harder than the ather ones ????????????????????????????????????????????????????,
Cool game,
Hot is alsome,
Awsomee wonderful game,
I LOVE IT SO MUCH!!!,
Im just boxing that i hated it becooooooopooooose you are nothin like guava juice end i want to drink go gooooo gagaga,complaint
I love it,
As a pupel i think its impressive,
Love this game I play it all the time,
not sure,
Love it so much,
Its is very awesome,
Awesome game ??????,
This game is amazing and very addictive,
Da best,
"This game is supposed to be a rhythm game, correct? Then why is the music not synced up to the visual?",information seeking
Best music game ever,
Kill3r app,
I think it a good game for people who want to challenge themselves,
Its complete.,
Its an awsome game. I give u 4 star bcz it needs some improve in touch. Please fix it. Thanks,request-complaint
Great time killer,
Awsome,
"Its whack, u need data for everything",complaint
Nice,
This game is so fun,
Nice...,
It's fun,
Welldon easy and best game,
"This game is super fun, very suspenseful and very creative with its choice of songs. Also, a great time killer. Note: DO NOT play this game if u get seizures!!!",
??????????????????????????????????????????????,
I love this game ??,
Everything in this game is awesome!!,
I liked it a lot,
This is a amazing game it doesn't have any ads a or any glitches is so much fun to play too,
I love to play this game,
Superb aap!!,
I love this app very very goo game try and playing A J STYLES,
"I really love it,,Full HD music n HD graphic,so entertaint!!",
Very good game,
The gane keeps lagging,complaint
I love this game,
It's a very nice game. Loved it.,
Excelent,
Good game,
It's great ??,
I really like this game cause if your board you can play this game??,
Amazing,
Love his game,
Very Besttt,
Its a good game,
Good,
It's great,
Es spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spures spuresmismo fun,
Love it,
I love it,
Good,
Is so goood,
This game is aewsome,
It's good,
I love this game,
Rhe best typing game but it requires wifi or mobile data for some prosseses,complaint
I love this game because it's challenging i love challenges everyone should download magic titles 3 its so awsome i love it plz make more of this games thank you ???????????,request
GREAT GAME,
This game is good,
So Fun ??,
Best game ??,
I think its the best way to get active,
Fak,
Is a great game and it was lit,
This is sooo amazing,
Amazing........I love it's song on piano when i play with head phones I think i am in the new world,
Baigan ki game hai,
cant play online,
It's a fun game but there to meny ads and I do not like that but it's a fun fast song game the last one is hard to but my max scoore for now is 100 for dubble rainbow,complaint
This is one of the best game I have ever played. I request you please download this. But just one complaint there are more ads than needed,complaint
Good,
It was an amazing experience playing this game,
Good but difficult to find songs xD,complaint
loved it but connection prblms,complaint
Love it,
Gud one,
"The music is relaxing I love it to pieces, thank you",
Fun,
So best,
Super,
Awesome app,
"Great music. Good graphics,easy to play and create a good score",
Awesome game,
I little bit to hard,
Superb i love it,
Hahahaha,
Hl,
This is very nice game,
It's fun and difficult like I like it,
This game is awesome,
Super game....?????? thank you vey much,
Good songs in the game. Very good game keep it up.,
I love it,
I LOVE ITTTTTT,
"Touching tiles is not synced to music! It's just background music! This is a FAKE, KNOCKOFF of Piano Tiles 2!",complaint-comparison
Luv it,
Hated,
Love,
Unbelievable,
Its ?? cool,
I love love it,
Like it ????,
I love it is a good games my family play this games my brothers most of the time this hope you blike it by,
Such a great game like the rest of the piano games. So addicting to play on your spare time.,
It has good grafics and good everything ??,
AMAZING,
It is cool,
Like sucking dick,
It is fun,
It's fine,
Its sn ok ?? HAVE GOOD DAY aloha U,
Very nice,
Naved ali 786 Ali Kauhsr Man,
None,
Best game,
Panis,
This is a very interesting game,
Love that it is challenging the further you get cant stop playing this amazing game,
I liked it but I didn't get the best And it was not that nice like piano tiles 2??,comparison
I love this game and I like this game,
Just awesome my little four year old got me playing this game and i love it,
I love it,
Swag game .....,
I think that it is fun,
Awesome,
Good,
Tooooo many ads,complaint
Chatal,
I am from Cambodia I love this game so much.,
Amazing I like this game,
SHAFA,
It's fab nd great time killer,
Awesome,
wwwwwwwwwwwwwwweeeeeeeeeeeeeeeeeeerrttttyyyuuuiiooo,
I think it was good,
I wanttoknow,
1 no,
Good,
Awesome game. You must download,
good graphics,
Best application and I'm very like it you must be download and play,
This game is the best game that I play ever,
Terlalu banyak iklan sana sini,
It doesnt worj,
I love it,
It is the best game I ever play on magic tiles,
Zakkery love cat,
Sooooooo Good,
Best,
It's amazing,
It is great,
Amazing,
"I think this game is addicting. I don't know, I like it.",
????,
Love it,
I love it,
It's so addictive and it's challenging I like that,
Best game I have played in life,
Annoying ads buggy,complaint
Like it??,
Great app.,
Ekdam,
I love this game,
"I get some errors there, thats often force close, please fix it",complaint-request
Great! So much fun and wonderful music. ??????,
Awesome game ever MY SUNSHINE ????????????????,
Niece,
Sucks,
Music Mr.mekhi,
LOVE IT!!!,
Make easy,
Gajab jhakas,
Great time spenter,
It doesn't have any sound,
Its awesome!!,
I LOVE THIS GAME IT HAS REALY GOOD GRAFICKS AND LOTS IF CHLINGES,
I love this game,
"It is so addicting, like flap bird; simple, but so challenging!",comparison
AWESOME GAME,
"I can't play it, it slow respons",complaint
This game is awesome and really fun I love playing it,
It's so nice before u sleep,
Awesome challenges,
It is fun to play,
Best game ever made,
It's ok but not really my type?? I like it a little and well the music is beautiful but it's kinda hard to control and it's just that I hate it and like it and what I'm trying to say is that I'm in between the hate feeling and the like feeling anyways this is still a great game though.,complaint
Lol,
I luv this app,
Awesome,
Like to tap but needs more music,request
Real fun,
Amaz,
Awesome,
Naic,
Very good,
Soooooooooooooo coooooooooooooooooooolll,
I'm sorry to say but ?????????????????????????????????????????????????????????????????????? i love you????,
Best app,
Copy of Tiles 2,comparison
Pukkkkk,
I love triks,
Beauty full game,
Horrible bad terrible I hated it :(,complaint
Loving it,
No.1 worst game in the world it takes 3hourz to download after downloading it will not open plzz dont install this game,complaint
????????????????,
Gotta use you hand eye coordination on this one,
Jhakkas hai bruh#????,
Good.........????????????????????????????????,
Clone version of piano tiles 2,comparison
Nice game,
Nice,
Habbi,
What to say about it . It is very hell yeah AWESOME ??????,
Good app for brain excersie,
Too many ads,complaint
omg! superb I really love it please please download this game,
Best game I have ever seen.adductive,
Tapping over tiles doesn't synchronise with music..rest everything is good??,complaint
wow,
Cool,
It's amazing,
This game is the best,
"Would be great if you guys add an option to invite friends so we can play against each other, instead of being forced to join random players...",request
Nice,
Love this game very much,
Marvellous,
It is so much hard game,
Its so easy,
Good,
Fun,
Bekaaaaaar app hai its getting more adds dust bin app its irritating me thats y i given 1star,complaint
Ghatya game ulull,
Super love it kaka,
Best ever game for music lover,
good,
ramali,
Most lovely game very interesting,
Its so best,
My high score was 753,
This game is very hard and intrresting,
Very good timer,
The best game in the world,
The song Rhythm doesn't match the tiles so it's boring.,
Manish,
Very wonderful and interesting game.... Noor aiman,
It is good,
This game is so hard,
Nice game. Our concentration power increases by playing this game,
USA????,
BRILLIANT????????,
Thoes music are so melodies,
"stuck on ""headphones recomended""",
All wright,
very good,
It's nice game,
ITS GREAT,
Awesome,
Joanna mammals man an account registration form and the other day of this message and I am not sure if we are not sure you have to be able and,information seeking
Gud,
Ok nice game,
Nice,
Its a super game in the. World,
i love this game i think all have to download it fast,
Thanks,
Nice game,
GOOD APP,
Nice game,
Wonderful game,
I like it so much,
"Good song. BTW, I am forced to install. got only 1 star",
This thing is sooooo addictive! Awesome music & a beaUTIFUL background! Two thumbs up for this game!????,
I love it and my score is 1623,
Best,
Good,
Better,
Gud,
Nice game??,
It's is awshom man,
It is a nice game and I love it so much,
"One small error , why is it that when I plugged the earphones and removed it , then it started playing from my earset instead of my speaker phone ?",complaint
It's a nice sweet game for timepass,
Ooo,
Good,
Veeeeeeeeeeeeeeeerry goooooooood game,
reveals stress,
"Amazing game ,,,,, I like to play this game because the graphics and controls are amazingly awesome and just keep it uppp !!!!",
Nic app,
It awesomely cool,
Nice,
Fun,
Enjoyment,
yay,
It's a great game ut love u t,
I love it it's fun but don't give the other music it's have to b uy with diamond,
Id really love to play piano..so it fits me! Thanks much!,
excellent,
i like it soo much,
Super,
It's a good game,
a stupid game,complaint
This game is super great!i love this game so much and i love the songs,
This is a parfect game,
Nice and cool,
SK. Arman,
Excellent game,
Mind blowing game,
Love it,
Awesome game,
This is cool,
AMAZING and easy,
It's ok,
Be nice ok guys! ????????????????,
AMAZING ?????? game,
op,
I love this game and i think i'm addicted to it. IT'S JUST THE BEST!!!!!!!!!!!!!!!!!,
Wonderful game love ???????,
I have also played the piano tiles 2 and it my high score was 1009 .... I think in this game I would also challenge the battler and play good ....thank u .... Waiting for piano tiles 4,comparison
This game is so fun I love it ??????,
Asomr,
Best game in the world,
Cool??????,
Love love love so much,
Very nice game,
the game is good i'm lovin it,
Loved it,
Cool i think,
Gold is better,
It is so great because you get to challenge yourself,
Good game,
So funny,
Yaga,
Its awesome,
It is the best game ever,
It's not downloading,
Love it,
Cool!,
Its bad,
I love so much,
I love it,
Gay,
Its soooooo relaxing like with all the music n stuff but at the same time challenging,
It is one of the best games that I have played and it's a great time killer especially when I'm bored.,
so bad,
It very challenging and cool aslo fun,
I love how it makes good songs I love it a lot ????,
So amaze,
It's a good game but please remove the lives then I'll give the game 5 stars and I'll recommend it to my friends ????,request
Good,
Challenges in this game are awesome,
Relaxing,
Vry nic game ????????,
It is a new level,
awsome,
Good app,
I love this app it leta me do all my types of favorite songs,
It's great bro,
Its amazing working properly,
I love this game.It is the best,
It awesome,
I think this is k da if fun but not that much it is kind hard to control and sometimes it glitches and I hate when that happens well that is my a opinion,complaint
Ok,
It was magic,
Good game,
Good game,
I love the songs,
It is just so cool,
Awsooooom!!!!!,
Nice,
Liked it,
Nice n fresh,
Is a good game,
relaxation n reliable game,
Love it,
Cool,
This game is super good it calms me down,
Pretty ??,
I would like a different app better,
It's a really cool game testing your speed.. I love it!,
Goooood,
1 word AWSOME,
Gd,
Love it,
"Umm no I don't like it because of the ""touch zone"" I usually play it in the middle but the touch zone annoys me",complaint
Cool,
speechless what a brillant game......,
Thizz game is just amaz????,
super,
Best game ever ??,
"Really awesome game. Fun, challenging, and entertaining.",
Enjoy playing it,
It's really fun,
Nice game I like the music of game My favourite game Thank-you you musical for make this game,
All these songs are filled with joy and love all the songs are very happy and make you feel free and safe,
I love this game always have always will,
Good,
its a fun game when youve got nothing else to do,
Hate it,complaint
Good,
Bst game,
Great,
This is internet game,
?????,
NiC Osm kdk,
Awesome men I love this game....its addictive....it's fun and it's challenging,
Very good concentrate test,
This game is amazing,
Supper,
A1,
Great time killer,
Rubbish,
Nice game,
"Great, Fun, and Addictive.",
This is an awesome game thanks for making it,
My daughter like this game very much n?also,
a boo,
Super Nice,
Beautiful wow this game is Ausome,
it is very good and nice game,
Superb,
It Nyce dats all I av to say,
The song is so lovely and nice,
I just love ?? this game. Nice music ??,
Awsome game for music lovers ????,
Wow,
Krutika,
I JUST LOVE THIS GAME,
..... Its very addicting a couple adds that's fine. It looks real . You can update songs . Vs people .,
?? ???????? Bad,
"Don't play this game due to it ad,can't playable due to its ads",complaint
niceeee musical game,
Its graphics and controls are very good,
I think this app is great and awesome.,
Very amazing and good,
Amazing I can pass to almost more than thousand ??????It makes me feel like I am a pro. Pianist,
Love it,
Veru dor?ijzljebee,
Good,
Piano tiles. I can focus,
I think its nice¡¡¡,
I love this game,
Good,
I love it so relaxing,
My favourite game ever,
It is a fantastic game for me,
It's a lol game,
Panget,
It's a nice game and fun to play,
This game is nice,
magic tiles 3,
I like it,
I love this app it's so much fun,
It's awesome and fast but I still get level 2345 on almost every song,
Kaif,
I want this,
????? ???,
Nice game addictive nice,
Very nice game,
I really love the game! I usly play it all the time when im free to play my phone!,
This game is awesome I recommend getting the app and the next update they should add more songs and more online modes??????,request
Saya suka bngt,
Too many fun,
Keep adding new levels and make it so yiu can make yiur own levels,request
This is a real competitive game I love it,
Uuuuu......,
Lyla_rare. I love it very much this was my first game .,
Hates it,complaint
It's very nice and amazing piano........,
Best app must download to engage your speed and mental ability,
This is a stupid game when I opened it it told that headphone is recommended don't you think it's stupid nonsense game,complaint
Amazing,
Loved it,
This is good make more game,request
This is so amazing ????,
Nice,
Good game yaro,
Its not accurate like pjnao 1 and 2.... The music isnt right when pressing buttons.Tsk.. Wasted,comparison-complaint
Very good graphics,
Haha nice,
I love this game its too much fun,
Not bad,
"Beautiful music! I wish there were more generes, and the lives would come back sooner... But other than that, I love this game. My son and I compete who gets the highest score all the time! Lol.",request
I love this game as it is a nice game if we play this we think that we continue only with this game only,
I love this aap,
Sayantika,
Venba,
Niceeeeeeee,
Good,
I like this game so much this is what a game like to be,
Plays the sound for you,
good??,
Nice,
"The songs, the sound is beautiful! Keep the updates coming on songs and this app is the best!",request
That's awesome ;-) ;-),
Kept lagging,
nice game,
It is a lovely game but contains too many ads,complaint
Nice songs,
Iyot,
Wow this game is very grateful I see this game in the barber shop and I think that what a game but I don't know that what's the name of this game so I come school and try fast fingers game so I finally got this game this is my story take a chill ?? bye-bye,
I could give you easily 5 stars but I hate advertisement,complaint
It game give us the focus,
The games is very best,
It's cool,
Nyc,
Too many ads...,complaint
Very good game,
I liked it I just wish they kept some of the stuff they had in magic tiles 2,request-comparison
iTs a really good one it needs a new fresh music like the 2017 music,request
I love this game,
Love it ??,
"Alright developers, first thing is that input sometimes does not read and the tile goes right by (my screen is clean, and it is annoying to see that my best score in beginners challenge is 4441 and the top world is 4628 and i did not get there because my tap did not read right at the beginning of the song). Second, on some songs the sound is not up to the beat, as for example in the beginners challenge it is way off and i solidly go off of my vision. Overall I like this game, but those things needs to be improved. Thank you for reading this and take this in consideration.",complaint-request
Vasu,
Is littilng??????????,
Love this so goioooooooooooood,
Wuu,
Cool,
nice game,
Best fun ever,
Amazing and quite relaxing,
Hmmmmmmmmmmmmmmmmmm,
Good,
Good,
It ant like the 1 and 2 one,
Great game to play,
I think this game is great.,
Awesome,
I love this game so much!it's really fun and easy motivation gameplay to usee??,
LOVE IT!!!!!!????????,
Amaze,
God,
This game is amazing,
love it ????????,
I love it and it will always be my first choice,
"JANGAN DI DONLOT ,LAGUNYA NGGAK JELAS CUMA KAYA BACKGROUND VIDEO ,TERUS ISINYA IKLAN DOANG ,!!!",
Awesomely created??????,
So funny??????,
gooooood game,
Is' ok,
I was on a rode trip and playing this game it was so much fun I give it 10000000000 stars,
It's so a addictive to play,
Very cool game ever,
This game is awesome I love the songs and the background OMG so pretty and it's so easy to play.You should download this app.,
I love to play Piano ????,
It is asome,
Bad and fat,
It's fun and it works my fingers out,
It is a nice and peaceful game,
AMAZING I love the gameplay of it,
It is so mush fun and it a little bit easy than thole other ones,
This game was awesome,
Very nice and cool,
This game is amazing credits to the creaters for there amazing work???,
Great game to play,
Its amazing,
Not,
Like the game you shuold getit,
Totally love it,
It not that good,
This game is just right for my children.I love it! Its amazing!,
????,
Cool,
I like it,
"I love this game but there are still lots of room to improve. It would be great if they have matching players to compete instead of having different player with too much different skill level. Also, there is no 2nd place for some reason. Two 1st and then 3rd and 4th place. Being able to add the players who is not your facebook friend in the game would be awesome as well.",request
Hi hi Friend shaded s difficult YOU,
I love the games,
Again I don't know what to say that to,
)lllllllll fs,
i love it ??????,
This game is awesome for people who want to learn how to play the piano.,
I is cool,
It's alright,
Its amazballs Lol,
I love it. I find it to be soothing when im pissed off....,
It's a great way to kill time!,
This is OK ilov it,
I liked it very much and I just enjoy playing it.,
Lovely sounds and graphics are beautiful,
It is needed,
"This game is really good, good graphics fun to play if bored",
I LOVE IT,
Its fun!!!!!,
Iz a very gooe wam up fo mi to pley sum doto,
I love it,
i hope it has holidays songs,request
Umm the music is great,
I'm a person who likes music like Alan walker and undertale also marshmello,
Like it,
It's so fun I love it even though I have free piano,
IT A REALLY FUN GAME To play,
I loved this game,
Sucks,
Funnlived it,
I AM good at it it makes me cry you should get this game????,
I loved it,
I love it so much,
Love the songs and the challenges. Love tht I can play offline. Needs to be able to listen to the song like in the practice mode in ur other installments of this game,request
It was great,
Good game,
good,
Nicely,
Love it,
I love it its great,
I love it it puts love in my heart,
Love it,
Awesome game!!?? Very soothing and great graphics! I love the levels too and the music. A+++++++??,
This game I so much fun and is awesome for spare time.,
I love this game7,
Love,
it is fun,
Best game,
It's awsome,
Pretty cool,
Awesome,
I think it's bad,
Perfect,
"Very good app, and nice to play this game.. a very good timepass game",
"Pretty decent app. Enjoyable albeit forgettable songs, but the loading times are horrendous. Fix this problem and I'll change my score.",complaint
IT IS BOMB,
Ok,
It's ok,
Good,
Fun,
NICE!,
Heghegr,
Oo nic,
Good,
I like it very much,
Good job,
Fine Fine fine,
It's awesome I love it,
Am from India I love this game it is awesome,
Awesome game verry good:),
I love it,
YOU CAN'T PLAY!!!!!!!!! whoever made this answer me!!!!!!!!!!!!!!!!!!!!!!!!!,complaint
Awsome. Best game ever,
Great game??????????,
this is one of the greatist edition,
Man this game is so addictive i can play this for hours non stop !,
Like,
Love it,
I love but try do make the challenge harder,
U should download this game its fun and i like how it goes faster.U should download it.,
It doesn't work at all,
Nice game,
One word AMAZING!!!!!!!!!,
Nice n chalengging,
Iloveit,
It's a really fun game??????,
Amazinggggggg feeling,
Dowload its the best,
It is fun BUT CHANG SOME THINGS.,
COOLL,
Nice1,
It's cool I have stuff to do and this doesn't need wyfi it's awesome,
"This game need a correction is by following below 1)seriously?beautiful autumn and love moment are the same song when you press the play button under the song name. 2)please don't take away the all song's final,it stops when you play finish,I want the finish of the song,is better experience to play by completely.",request-complaint
LOVE IT!,
Pp,
Awesome,
Improvement in song variety and handling as compared to previous versions.,comparison
Superb,
I hate it because it wont let me play it.,complaint
"Peesdfhf g hfh ad u hth c bchyfu,f if u Uruguayan the 5 a good day for me is the best way for huungu68u9784",
yah !!!!!!??????????????????????,
Amazing game .....but very addictive,
I'm so Good at this game,
Very nice game,
Better games than other action game,
I think the game is fun,
It is very nice game,
Awesome,
Practise,
So bardi full gema,
Gg,
It works well,
Wow,
Constant ration increase,
This game is verry chalinging an fun i love this game ceep making games,
Omg. Its amazing. I LOVE the music!!!!!????????,
Amazing,
"1 star down because every one chance in this game an add is free,, nd sometimes i m out out the room",
Great app!,
????? ?????,
Thank's for making this app this app was so goood I really enjoyed,
"Good Game, OmG",
Its really good but the adverts spoil it,complaint
I really love it and it soooooo cooool just be chill and...oh wait i got an idea i will just give the step to you guys is that good right?...i think it's good to you guys ok lets do it now 1.just be chill 2.just believe your self 3.and follow the tiles and tap it and that's not all there is last one 4.if u battle to someone u know what to do just forget ur problem with them and fight them for ur destiny Thank You For believing (kiss),
Good,
Love the magic,
Boss .,
It's amazing??,
Tiles. It so fun!!!,
Good game,
Reduced 4 star for the advertisement... Rest 1 star for game..??????,
Good,
Its best piano game play,
You mush download this app!!! Really2 fantastico,
Ewwwwww dont do a fake one iplay just the real one copp,complaint
I love it,
It was easy,
i love this game,
Very nice game,
Nice game,
Awesome!,
Its so verry nice game,
Nice,
The songs are really very nice and soothing. Once you play it u can't stop yourself from playing it again and again,
"Feeling refreshed, Love this game ??",
Love it,
Live it awsome app But sometimes it just hungs up,
"Fun,fun,fun! Get this app for kids, teens, and adults alike!",
Shourya,
This is phenomenal,
I hate,complaint
Better,
Best partner for killing time ??,
Awesome,
Very nice,
challenging games,
I love it .... its cool??????.....,
love it,
Shift,
Nice game . Download it now,
K*kk,
Can u add some hindi music in it. It will be awesome,request
The only thing I hate about this is that when you need to scratch your nose Or something. You can fail XD,complaint
wooooooooooooooooooooooooooooooooooow,
zcg Zu,
Love,
i like this game but after lv3 when i download next song its just saying connection error and am using wifi please fix it,complaint-request
Good,
Nothing,
I liked this game. Hyhy,
This is so fun game and I really like it?????????,
Its amezng,
vary nice,
Ok it should have more in that only,request
Nice,
Hot this I got 453 on someone is leaving 1TRY !!!!!!,
Nice,
I like diz,
Gud game,
Nice,
Go. Av,
Very bad Phir ki,
It's wonderful yr.,
I quite of. .. um.. sort of like the game,
I hate it,complaint
It is interesting and magical.,
Yes,
The,
Good,
It's too fun,
I think I like it,
nice game and nice tune,
Superp,
It is badddd,
wow,
So addicting it might look boring but it isn't,
Wow this game is awesome... I loved this game....,
Watch it very nice,
Its ammazing,
I am loving this game I have played piano tiles 2 and I also loved that game but this game is so much more fun I had made a high score of 2979 and it was very fun to make that high score,comparison
First l thought it would be boring but it just happened it was all fabulous OMG !!,
"So, i love love love piano games or piano tiles",
Good game,
Nice game,
This game is the best thing ever,
Incredibly entertaining.. supremely melodious songs. Just love to play it mOre n mOre !,
Awesome game,
Wow,
Gg,
It is very nice,
Vikrm,
My best is 311,
It's a nice game with good control's I loved it,
I like piano music,
"Fun, addicting, and satisfying!",
I love the game,
it is so nice for us,
OMG we get to play with another guy and I got a boy friend from this app?????????????????????,
This is anawsome app????????????????????????????,
I like this game????,
A very nice game,
Idiot aps ever!!!,
Addictive and smooth,
Is the best game i ever played :),
It's so nice I love it,
I hate this game because I can't download,complaint
Lovelove itit,
Gud,
Asome music and game ????????,
Good,
I love how sometimes it gets faster and faster,
Best game ever great to play when bored. You got to play it is also calming,
Buetifull game ????????,
Fun,
It is the best it's soooo easy to Controls,
Great game I love it because all of the songs are good doesn't lag so yeah great game ??,
FUCC YOU,
nice game,
It is ok,
Like,
Saffsgjddfgh As well as well,
Good game thanks,
I love it how you move your hands so fast.????,
O.k.,
Boring,
Its amazing,
I thought it was a great time killer,
Hate it,complaint
"I love to play the song Love and Inspiration i loved ,liked and mostly the ones who had made this game it is awesome !!??????",
I loveeeeeeeee it????????????????????????????,
I love it,
Best,
Awesome,
I loved it it is so awesome??????????????,
It's good,
Love it,
I like this game o my gosh!!!,
Lol,
Sigina dali,
This game is so cool,
Love itttttttttt,
I can never stop playing this game.So addictive.This game has my favourite songs,
Lover,
Why that game is not responding to my device? Whats the problem?,complaint-information seeking
It is a good game,
Like piano tiles 2,
It sucked,
Amazing,
"It was boring and kept on freezing saying this program is not available at this time,and if anyone one says it my phone it's not because someone else I know had the same thing happen.",complaint
I think it is amazing,
Good game,
The graphics are pretty good for any piano game I've ever had.The gameplay is pretty amazing.The controls well they have a few problems here and there but other than that there ok.Now the game itself it great it's deffenitly a time passer!I hope you enjoy it too!!,
Azaleas black machine,
Good,
nnI love you guys ho,
Awesome,
This was awesome,
The songs are amazing,
Good,
Not like any piano tiles I played before,
Its god game,
I hate it,complaint
Love it!,
Great????????????,
It's good,
Very nice game,
I alway loved playing 1 and 2 and now three ????,
I love it!????,
Good i like the songs :),
??????,
Love it!,
Not good. You can't tap above the tap area,complaint
Awesome,
Good,
Awesome,
Good,
It is a good game,
????? ???? ?????? ?? ???? ???????,
You want to use my data no no no,
Full of advertisment,
K.,
nisaul humayra,
I loved it it is so good u better go get it,
I love it such good songs and can really help your run wild,
Best,
I love this game and it gets me thinking.,
Good,
?? love it,
Thanks,
I LUV this game it so fun!??,
I love the songs,
It has good music and I like it,
It is so fun. to play I already. Got 872 points and 110 gems,
"This app is OK I would not say it's that bad but it can give you arfritous which is bad , other than that LOVE IT.",
I really really like this game because it helps me relax.,
"A little bit difficult untill I concentrate & Focus, then it's more fun.",
Awesome,
Love it,
This is a very good game,
Stopped working after I said no to the dev collecting my information. It shouldn't stop me playing a game just 'cos I dont want my information selling to a third party. Deleted immediately,complaint
Amazing,
I'd rather have piano tiles 3,
ITS THE BEST GAME EVER,
So bad I will die if its better,
Nice game ?,
Very poor .......need to improve,request
Amazing game l enjoyed it a lot ??,
Loving this game. So addictive.,
"Ok look, I know you want to make money both by selling the disable ads and by showing ads, but seriously? You need to show a 30 second or longer ad after every single round? That's just obnoxious and greedy, and otherwise completely ruins a fantastic game.",complaint
I love it,
kk,
I love it,
A GOOD game,
It fun,
Its an awesome game but jesus christ man! Calm down on them ads,
Good game????,
"I love this game so much! It is so peaceful! Makes me feel relaxed! The more relaxed I get, the more faster I go.",
Love it,
