review,label
The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it.,request
"I love this site but the app crashes every time I use it :( ,",complaint
"Great thing, just need more money ,",request
"Is there any way of getting the last version back, otherwise please change it!?",request
The only problem is the newest update makes if a bit difficult to find and like things.,complaint
"The update crashes sometimes, but not as much as it used to.",complaint
It  s so much more convenient and clear here.,
A few updates ago this thing was added where whnevr you pinned something you would have to hold your finger on the screen and slide it.,
This was Christmas gift central right here.,
They made a  change some where along the way and I can no longer get this app to open my pinterest account using Facebook on my IPad.,complaint
I think I followed all the instructions properly but still there is a problem.,complaint
I have been hoping for a new version to fix the issue.,request
Pinterest has made my life so much easier!,
"The only thing I would like to see added is a find"" feature for every board considering how many pins I have now.""",request
"When I need to find something Pinterest is my first stop ,",
Could add feature that loads more pins when you reach the bottom and run out of pins!!!!!!!,request
"Wish it didn  t crash on occasion but other than that, it  s great!",complaint
"The down side is that it does indeed crash on you everyonce in a while, not constant at all and doesn  t pick up where you left off, and you will be lucky if you find that specific pin again.",request
"Just remember that it  s probably a good idea to try some things out and see if you like them, if not you can delete it off.",
"I pick up some great ideas, crazy photos, and so on, but occasionally it just puts up colored boxes instead of photos.",complaint
"When I posted one image to FB, any time anyone clicked on it, it went to Pinterest without a way back to FB, so I deleted it.",complaint
"I was frustrated when they swept in with the anti nude censorship, but I still use it, and the app provides all the features I need ,",complaint
I really like having Pinterest at my finger tips!,
I get frustrated because it crashes with some regularity.,complaint
"Just download it, you won  t regret it!!!!!!!!",
I just love pinterest since day one!,
It  s awesome that you can find almost anything you can think.,
"I just wish they  d add a Farm &amp; Ranch"" category!""",request
"The App gets a 50/50 , sometimes it works and sometimes you have issues.",complaint
"I just love this app ,",
It crashes constantly.,complaint
Wish you could save images that you are trying to pin!,request
"Love getting a ideas for EVERYTHING, but some of the websites pinned do not work.",complaint
"Crashes have been minimized in the last updates, but still crashes on my iPad.",complaint
"I sort of wish links would open in chrome like they do on the app, but get why they don  t. Please don  t get much more complex!",request
Love the app but have also noticed that my tablet will automatically shut down only on the Pinterest site.,complaint
Just relax and find things you like.,
Definitely recommend Pinterest!,
"Great ideas, but it crashes since upgrade :( ,",complaint
BUT the app seems to crash a lot!,complaint
I just hope you can fix the crashing problem.,request-complaint
"We really need an open in safari"" button.""",request
"It  s constantly crashing on me or not showing the pictures, just a bunch of colored tiles.",complaint
I liked the list better I don  t need a picture to know the category.,request
My only complaint is that you can  t search your own pins or likes as you can on a computer.,complaint
Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either.,request
Just I had a few extra hours in the day to browse!,
Love this app so much it has everything that you want to learn and much more I just absolutely love it!,
"It  s a great app but it crashes way too much :( please fix this ,",complaint-request
"It  s useful for event planning, motivation, cooking and pretty much anything you  re looking for.",
I planned my daughters entire baby shower using Pinterest.,
I don  t like the fact that it always crashes when I  m on my iPad.,complaint
Please fix the crashes on the iPads an it would be worth that fifth star.,request-complaint
"It makes me loom like the crafty creative one :) ,",
Occasionally mine will shut down on me.,complaint
I never have a problem!,
"Totally awesome app that is helpful when I need to find something quick to cook, crafts made or little thing to do around the house!!",
"Not impressed with update, also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic.",complaint-request
"I need to see what I am working on, or towards in order for me to make the connection.",request
Please change it back to the old Pinterest that we all liked.,request
I can  t stop pinning!,
I can  t stop looking at it.,
If I never need ideas about anything this is my go to app.,
Highly recommend it!,
"When I get married I intend to use a ton of the ideas for my wedding, and it  s a great place to find and store funny pictures.",
I can add as many as I want to anything I want.,
But it still crashes a LOT!,complaint
Always looking forward to what they have planned for the next update.,
Does everything I need it to do!,
Any idea or anything you think you want to do is here.,
I can  t help but say that Pinterest is awesome and that I  m totally 100% addicted and it  s nice because I have so many followers interested in just what I pin!,
This app never crashes or freezes up.,
"Pinterest can redefine your life by making you the chef, artist or seamstress you thought you could never be!!",
I LOVE it and highly recommend it to everyone!!,
My only complaint is the offensive material and language that people post.,complaint
"Update 12 28 2013 LOVE Pinterest, but see my request below.",
Please change it BACK to the APP opening when I pin in Safari and/or Chrome.,request
Please make an iPad HD version!!,request
If there were only a way to help me to really DO the ideas I  ve pinned!!,request
You can find anything you need on Pinterest!,
I plan to do the same for crafts.,
Just not fond overall of the update but love the app in general.,complaint
"this app has everything just love Pinterest, Whenever I  m sad bitter or angry I just click on the Humor page Brilliant"".""",
"\nGranted, all of my pins are from other interesting boards, but I don  t like the idea of someone else adding something to my board.",complaint
I love Pinterest and so far this app works how I expected it to.,
"Save those posts for Tumblr, please.",request
Haven  t had many problems.,
Now I can finally use Pinterest on both.,
I love that you can go to the board that you most recently pinned on.,
I would like to post video using the copy and paste on my iPhone.,request
What did I ever do before Pinterest?,
Pinterest has provided me with access to ideas for home and classroom.,
"Although sometimes it crashes on me, the solution is always simple.",complaint
Has everything I need plus more amazing app!!,
"Good app crashes sometimes ,",complaint
Haven  t had any problems ?,
"Love the app, but unfortunately the crashing problem from 2 versions ago is still a problem.",complaint
I have never had an in issue with this App it  s great to have on the go when you need a recipe at the grocery store.,
It provides inspiration.,
"The only problem that I have noticed is that when you click to view a pin, read it the close it, it starts you back at the beginning of the list and not where you left off at.",complaint
"It always perks me up and makes me happy to see what we as humanity can create, often with very simple ordinary materials.",
Please do add it back!,request
"New ideas for decorating, clothing, parties, recipes, DIY projects; whatever you need, Pinterest has SOMETHING to help you out.",
It is packed with inspiration &amp; I just love the pinning &amp; sharing!!,
"This app works great, is easy to use, and doesn  t crash often.",
"I love this application I can create my boards for wedding planning, cooking, fashion, and deserts ,",
Now we can  t rename boards in the iPad app but we could before.,complaint
"The app is easy to use, but does tend to crash alot on the iPhone, it  s perfect on a PC or laptop though.",complaint
The possibilities are endless here!!!,
I don  t know why I have so much trouble opening the pins?,complaint
I think it should be easier to open them  and see the full content.,request
What did we do before Pinterest?!?,
"Love the concept of this app, but it crashes pretty frequently.",complaint
"Tried out Pinterest  because my Wife really enjoys it and has gotten several good suggestions for meals\nI enjoy the pictures and it  s fun to use right up to the point that it shuts down and kicks you off, which seems to happen with surprising regularity\nOnce you  ve been kick off and return, the time between being kicked off gets shorter and shorter\nI  m using an iPad to view Pinterest so maybe it  s the reason for the shut downs\nYour site would be more fun without the shutdowns\nI DO enjoy Pinterest, thank you ,",complaint
If you need inspiration of any kind you can find it here.,
"I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party, but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first!",request
It provides an easy way to share ideas and pictures with friends and followers!,
The idea and concept of pintrest is great.,
I have never had any issues.,
"Love how easy it is to find ideas when you need something specific, but also just find things that I never would have thought to try.",
What did we do before Pinterest?,
No need to sign in every time and it loads quickly!,
"I just wish people would only post links that were safe ,",request
"It is very cool how we can touch a picture and then we get the three options on what we can to do, but is there any way that y  all can put another option that saves a pin to the camera roll?",request
There are so many inspiring ideas out there and it has taken my creativity to a whole new level.,
"The app is little tough to learn at first, that  s why only ?",
\nYou can create an online scrapbook of your favorite photos.,
"Once I figured out how to navigate this app, it became very easy to switch from looking at my own pins to looking at recent pins of people I follow.",
"We spend time organizing our boards but Pinterest fails to organizing themselves by not putting things in alphabetical order...please learn you ABC  s. ,",complaint
You have to get it!!,
I have no problems with this app.,
I really recommend it!,
You can  t change the board covers anymore change that please!,complaint-request
I just love so much Pinterest!,
...please consider it!!,
"If you have an iPad, you must get this app.",
"I just love this app, I use it all the time for just about everything.",
I recommend this app to all!,
You can create secret boards just for you or invite friends to your secret boards.,
I like it so far especially when I need recipes or a drink!!,
"If I need it, Pinterest has it!",
"I wish you could drag and drop pins between boards, and delete with pins with one click.",request
I use this all the time..and I just love it!,
"Love it but it crashes a lot :( ,",complaint
"Please do not change settings or do a thousand upgrades, we, users do not like!",request
I highly recommend it!,
I did not get the idea of this app at first but the more I surfed the more I found I needed to return.,
Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page.,complaint
"\n\nSecondly, you have to get together with apple so I can just pin from my photos on my phone!!",
"I have to scroll through a list of randomly organized (rather, NOT organized or DISorganized) names to find the one I need.",
"\n\nThx, now, can you STOP asking me to rate Pinterest every third or fourth time I try to open it?",request
I need a meeting.,request
Love the abundance of ideas available at your fingertips!,
Please fix this!,request-complaint
I adore Pinterest wholeheartedly but I do have a problem with how it does occasionally crash on me.,complaint
Just wish the scrolling down then back up just a little bit didn  t bring the top menu bar back.,request
And the news ticker (I don  t know what to call the thing that tells me when someone has liked a pin or followed a board) needs a better information hierarchy; an undifferentiated list doesn  t serve me needs ?,request
Highly recommend getting it.,
I have made a few of these great ideas but I  m excited to do so many more!,
I just wish editing my boards was easier.,request
"One thing, I would like to see the subscribers in order of appearance.",request
"I love Pinterest, but I think it needs to be revamped.",request
"First, you  ll only have a couple boards then you  ll need a couple more because you  ll want to have a\nPlace for your interests.",
"One issue I do have is sometimes when I pin a Lin and go back to it I can  t necessarily get the pattern or recipe, not sure why.",complaint
"Before Pinterest I had magazine clippings, notebooks, files, etc. all saved with ideas, but I could never find what I needed when I needed it.",
"The app does what it needs to, &amp; I love it.",
"WOULD RECOMMEND TO ANYONE AND EVERYONE ,",
"I absolutely love Pinterest, and have had no problems with the app!",
"You can search and find whatever you could possibly think of, from simple DIY projects to ancient Jewish tombstone inscriptions!",
"My only problem is that some times it just suddenly closes out on me, and I have to wait a bit to open it again.",complaint
Everyone should use it!,
Here are some reasons why I enjoy it:\n\n1  I have done so many home projects for cheap or have done something I never would have because of creative ideas that are step by step.,
\n\n2 I have been able to look up garden questions or ideas and made a beautiful and productive garden this year.,
\n\nOct 31st\nHope you are working on this crashing problem.,request
Something needs to be done.,
Can  t figure out how to clean up my boards.,complaint
"It crashes occasionally, but overall it  s a great app!",complaint
That means I can  t pin.,
I love this app it is so much better than just using the web.,
Just wish you didn  t have to allow others to follow you unless you give permission or maybe allowed to have more secret boards.,request
I wish there was a pin button on my phone where I could pin things I see like I to when I  m on my laptop (maybe there is one for the phone and I just haven  t found it).,request
Once you start looking  you can  t stop!,
This app has helped me in many more ways than just piecing together a dream wedding.,
I have figure out how to use photography to my advantage and learned different workouts!,
"I had problems with the app freezing a lot before, but don  t anymore.",complaint
"Great app, but it badly needs two things:\n1.",request
How do you organize effectively without sub folders?,
"If the link is bad, it should not be able to post.",request
"The most recent update was a bit of a change visually, but it only took a couple of minutes to learn how to navigate!",
I wish it were easier to move my pins from one of my boards to a new board I create.,request
This is still a problem as of 12/27/13!!!,complaint
"No update has been done recently though, and until I read that the problem with Safari is fixed I will try to remember not to upgrade the system.",complaint
"The only thing I suggest would be to update the look more often:) \nBut as far as the app I love it ,",request
There are so many great ideas for crafts and food recipes.,
Who needs a magazine?!,
"Please provide a solution for an avid user:) ,",request
"I have no issues with this app and have a bunch of fun with it :) ,",
"5tootle ,  I love Pinterest please change the page back the way it was a few weeks ago ,",request
"Just wish it would stop crashing, and adding a side bar to scroll through boards would be nice.",request
It  s so easy to save organize and find whatever you need.,
I  m able to get where I need to go with little problems.,
I can  t stop and I won  t pinning!!!,
Great recipes for those of us that can  t cook without them!,
It always crashes at the most inconvenient time.,complaint
Please fix this.,request-complaint
"I have had a Pinterest for a few years, back when you had to request to be part of it and now I use it on both my computer and iPhone.",
"If that option could be added, I  d give it 5 stars.",request
I never have any problems.,
Love Pinterest... I think it would be awesome to have the boards like now plus sub boards.,
Occasionally when there are new updates it will crash but they generally fix it pretty quickly.,
I can  t live with out it!!,
Pinterest must be rated number one app on my phone.,
Never crashes and never fails.,
"This is the best thing, if you want to know about something it  s somewhere on Pinterest !!!!",
"t know who you have recently hired to change your interface, but I suggest going back to the previous designer.",request
However the site itself is a great idea!,
"s happening , 5,  Heysuzen ,  I can  t explain if you don  t have Pinterest.",
Truly you are missing a iconoclastic app.,
"The problems with the folders is that if you touch one accidentally (like hit the one above) it pins I to it,before you had to hit the PIN button again which gave you the chance to make sure to hanger the folder with one tap, now you have to go in and delete and move it to the correct folder.",complaint
The latest update does not work well on the iPad.,complaint
I just wish you could the app horizontally.,request
Not always clear about how to pin something or follow someone.,complaint
But it crashes A LOT.,complaint
"Also, I can  t update my board covers, and that should be brought back.",complaint-request
The last update did nothing to improve the Pinterest experience  why the change??,complaint
Not sure why some people are having issues but mine works just fine.,
Do wish there was a way to move pins to different boards without having to repin them.,request
But now I enjoy it and you find out more about your friends thru it.,
The best way to keep on top of today  s style.,
"I love Pinterest, just hate the changes and bugs!",complaint
App logs out &amp; can  t sign in from time to time.,complaint
Love the app but it crashes a little much.,complaint
"My Pinterest worked just fine until I just updated it today, now nothing loads!!",complaint
Please fix or allow me to downgrade!,request-complaint
"I love Pinterest and the app is easier to use because you just press on a picture the different options to pin it, like and send pop up and all you do is slide to the option.",
Pinterest is a great idea but can be very disappointing.,complaint
"But LOTS of updating, and it will crash or freeze on you.",complaint
"Not only fun to pass the time when you are bored, or waiting at the dr  s office, but provides so many great ideas and useful tips.",
The bugs in the app have been fixed over time &amp; I have no complaints except for adding more than 3 secret boards.,request-complaint
Having it on the iPad/iPhone just makes it even more addicting.,
It  s great and I recommend it all the time to others.,
We just need a list of categories and we don  t need a picture of what the category is.,request
"I love it, but every night while I  m on it just crashes for no reason.",complaint
For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not.,request
I need this fixed now.,request-complaint
I get a ton if great ideas and it is the best past time.,
"I believe once people understand its purpose and create a groove"" that serves them best addiction is inevitable!!!!""",
"I can  t see who is following specific boards, only generally who is following, unless I am missing something?",complaint
Do not find much on the Middle East countries though.,complaint
If you love Pinterest on the computer you need the app.,
And the only problem that I  ve found is that I spend WAY TOO MUCH time going through it!,complaint
I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once.,request
"Even though this issue had been fixed"" I  m still having problems.""",complaint
Please readdress this issue.,request
Never had a problem with it.,
It would crash a lot more than it does now.,complaint
I love Pinterest and all that you can find on there so this is perfect for my smart phone.,
"It does have some issues, such as the shut off in the middle of a pin and not loading at all until I close the app completely which also make me lose the place I have scrolled to.",complaint
Haven  t seen any glitches just relaxing enjoyment.,
"Four stars because it crashes sometimes, and I do not like the updated search.",complaint
Just like the Pinterest website.,
"I love the app, but it does seem to crash a lot.",complaint
"When I need a recipe or how to fix my hair, or fashion ideas ,  crafts, Pinterest has it all.",
"The problem I have that drops two stars, the updates don  t fix things; they just add more clutter.",complaint
"It now suggests people who might like a pin sent, every.",
It would be nice to turn that off.,request
But the app still needs a lot of work.,request
It had everything you need!!,
e and I create out wedding and wish lists so we know what to get each other for Xmas and bdays.,
Also helping create our bucket list.,
Like how it  s gotten easier for me to navigate through.,
"I just don  t like all the notifications for everything, but other than that, it  s awesome!",complaint
Downloaded a few days ago and haven  t had any issues.,
( you even made me a better cook!),
I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided.,request
"Quilts, for instance, should have their own category.",request
It  s like a magazine that you get to design yourself.,
Instead of just turning the screen orientation the app closes my whole iPad.,complaint
I would definitely suggest to download it it  s only wonderful thing.,
I have made several projects and recipes from the ideas that have been shared.,
I  m planning my wedding and getting ideas from Pinterest but my mom doesn  t know how to use the app so I like sending her pictures from my phone via text.,
Highly recommend the site and app!,
The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload.,request
I get so many ideas for design and recipes and fun stuff and it also just has a lot of great pictures and it  s fun to look around.,
If I could turn that option off on this app and the site it would be nice.,request
Please fix it so that it is compatible.,request-complaint
The fact that I can use it on the go &amp; just not at home is awesome!,
Definitely a good app and I  ve never had a problem with it!,
It crashes once in a while; about two times a week.,complaint
Please bring that back and keep it!,request
Please bring the old version back!,request
I  ve said more than once that Every woman should have a Pinterest account!,
I defiantly recommend downloading this app!,
"I had to Google it to discover that you have to tap the camera button, then the little image icon.",complaint
"I was confused of how to use it at first, but now that I  ve figured it out its terribly addicting.",complaint
The old app was constantly crashing and shutting my ipad completely off.,complaint
Please bring back the A   Z tabs when looking for categorized pin boards.,request
I could spend hours on it and yet I still don  t know quite how to use it.,complaint
This app is amazing and always provides me with new ideas for everything!!,
"Previously, the app would crash my iPad and, though it still does this, it  s far and few between crashes.",complaint
Tried trouble shooting and they said sorry that  s just what you have to do sometimes.,
I love Pinterest but it always crashes!,complaint
"If you post your own stuff, Pinterest automatically owns it.",
"I love the app in general, but this update has some bugs.",complaint
"Used it to plan my daughters wedding, makes me a rock star when I bake or entertain, helped me redo my dining room table and a whole lot more.",
What did I do before Pinterest?,
What a great way to discover how to enhance your life in all areas!,
Wish the app was available on my Philips smart tv!,request
I love this app but it crashes all the time!!!!!!,complaint
"I utilize recipes, DIY projects, travel ideas, and many other options available.",
:)  HIGHLY recommend it!,
"While Pinterest is still a great idea, the fact that the home feed is now more than 50% related pins"" is very annoying.""",complaint
Enjoy using on my iPhone and iPad but it still likes to crash.,complaint
When I try to load a video it almost always crashes.,complaint
Why limit to 3?,
I love the new functionalities available in this release.,
"I love all of the updates that they have had on it so far Pinterest has everything that you could possibly think of, and I recommend Pinterest to everyone.",
How did people organize their weddings before Pinterest?,
Wish there were more secret boards available.,request
"I like sharing info and ideas with others, however, the lack of privacy is an issue.",complaint
"So, I  d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect.",request
How do I go back and submit my email address so I can write comments?,
I don  t know how to go back to where you tell me to give my email address.,complaint
Is there a way I can leave messages to other pinners?,
It  s such a fun place to visit when I need a new idea or different perspective.,
"I love this app, it is my go to when I need some creative direction!",
"\nEveryone can use this app ,",
You seriously just tap the pic and in seconds it  s on one of your perfect boards!!,
I recommend this to anyone looking for inspiration.,
But you should add chatting!,request
Wish I could select multiple pins when I need to edit my boards.,request
Plus it holds well on my 4G iPod and I haven  t had a single problem with the app in these past couple of months since using it.,
If you love to pin and pin quickly then I  d recommend downloading the app.,
Haven  t had any real issues with it.,
"Pinterest doesn  t need my review to convince anyone of its worth and ease of use, just try it yourself.",
Pinterest is addicting....can  t wait to see how it keeps getting better.,
"Great app live convience of just pushing a button instead of browser hunting ,",
You did an update to fix bugs but seemed to have created new ones.,complaint
I love that I can create my own boards and use Pinterest to organize holiday and party planning.,
I really recommend this app.,
"Watch out because once you start, you might get addicted!",
The only thing I would warn is that you can probably become a bit materialistic.,
So be happy with what you have and just have fun.,
"Prior to the update, it was crashing frequently, shutting down my iPad, then rebooting.",complaint
Please bring back this feature.,request
"I only wish that you could remove previous pins from a board or move them to a different board, just so you can correct a finger slip or get rid of things that you didn  t end up liking.",request
App fails in iPod works great in iPad.,complaint
"Nik Nik 888 ,  Just love this app\nIt  s very inspirational when you need a pick me up ,",
"Although more often, Puns don  t always link back to the original post where you can find the recipe or instructions on how to do/make something.",complaint
Why do I need to pay all of a sudden?,
"getting lower and we still pay for it	Please make the picture view adjustable since lage device took roll.",request
Why on earth do i never recieve notifications from this app ?,complaint
"I  ve checked my settings a thousand times , everything is great there , but why dont  i recieve notifications ?",complaint
"Most necessary app	Its simply pointless purchasing a smartphone that does not support whatsapp.",
"Need to see contacts profile pictures	Need to fix the problem where people can see their contacts pictures",request-complaint
"I am not able to add any, nor view any which have UTF8 chars in the name.",complaint
"Good app but wont let me get wifi please make it on a tablet ,",complaint-request
status suggestion feature can hav random quotes available means by refreshing it can show a new quote .after all ur app sounds like wassup .but u deserve 5 stars.,
But why not a new design?,request
"Zero start Fail to load	Continuously hangs and,I can  t open this app .",complaint
Just remove the last seen record.,request
"Good application	This is fast and provides data immediately.",
hope the makers will have a look on it too in the coming updates.,request
"Really appreciate	What is a very wonderful chattin network.indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network",complaint
"We can use it for many things	It is good but it take many internet",complaint
"Bhknb	Y this application is not working properly on my phone",complaint
"Not fair	As much as I love to use Whatsapp, I am wondering why my version of Whatsapp only has one year limit while my friend has unlimited usage?",
please increase data limit more than 12 m.b. kuldeep.,request
Please  The Profile pic I don  t want To anyone to see it Anyone i don  t know but have my number !,request
Why it  s works slowely?,complaint
"Comm made easy	Updating is the only problem.",complaint
"Bug should be fixed	I like this app but Its continuously giving error and stopped crashing please fix this bug.",complaint-request
"needs to be made free	need to be made free for 5 stars",request
"Keeps crashing	Not only did it crash, it also wiped my whole phone.",complaint
"new update is worse	I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts.",complaint
privacy is another issue.,complaint
"Crashing	It crashed 2 times in 10 minutes.",complaint
"Nice app	Good work bt stil needs improvement",request
"Very good app	I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz.",request
"Bakwas application	Always not responding problem occurs can  t shows messages.",complaint
"Ma fav	I just love it",
But the problem is very slow running to update.,complaint
But I  d suggest two important features which are available in many other messengers.,request
Why this is available on iOS while it  s not on android.,complaint
This must be added common.,request
